SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,101 Lombard St Unit 108W,San Francisco,CA,94111,1655000,3,2.0,San Francisco,1790,,1983,4,925,1992,Active,October-3-2021 01:00 PM,October-3-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/101-Lombard-St-94111/unit-108W/home/1107652,San Francisco MLS,421597348,N,Y,37.8037119,-122.4045338
MLS Listing,,Condo/Co-op,1201 California St #1403,San Francisco,CA,94109,2600000,3,3.0,San Francisco,1760,,1927,4,1477,2741,Active,,,http://www.redfin.com/CA/San-Francisco/1201-California-St-94109/unit-1403/home/12400948,San Francisco MLS,421585472,N,Y,37.790957,-122.4143844
MLS Listing,,Single Family Residential,323 Rutledge St,San Francisco,CA,94110,998000,3,1.0,San Francisco,1000,1873,1912,4,998,,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/323-Rutledge-St-94110/home/1885469,San Francisco MLS,421598459,N,Y,37.7448037,-122.4098047
MLS Listing,,Single Family Residential,2502 Leavenworth St,SAN FRANCISCO,CA,94133,7898000,5,4.5,SAN FRANCISCO,4500,2500,1900,4,1755,,Active,,,http://www.redfin.com/CA/San-Francisco/2502-Leavenworth-St-94133/home/1698373,MLSListings,ML81864254,N,Y,37.8043491,-122.4182117
MLS Listing,,Condo/Co-op,81 Frank Norris St #505,San Francisco,CA,94109,795000,1,,San Francisco,784,6909,1913,5,1014,648,Active,October-3-2021 02:00 PM,October-3-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/81-Frank-Norris-St-94109/unit-505/home/17306914,San Francisco MLS,421594479,N,Y,37.78908,-122.420053
MLS Listing,,Condo/Co-op,676 Alvarado St,San Francisco,CA,94114,1888000,3,3.0,San Francisco,1873,3200,1980,5,1008,225,Active,September-29-2021 05:00 PM,September-29-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/676-Alvarado-St-94114/home/1670076,San Francisco MLS,421598163,N,Y,37.7537435,-122.4360312
MLS Listing,,Single Family Residential,419 Baden St,SAN FRANCISCO,CA,94131,2800000,4,3.5,SAN FRANCISCO,2805,3125,1986,5,998,,Active,,,http://www.redfin.com/CA/San-Francisco/419-Baden-St-94131/home/1696824,MLSListings,ML81864232,N,Y,37.7335126,-122.4400776
MLS Listing,,Condo/Co-op,1466 Church St #3,San Francisco,CA,94131,675000,1,1.0,San Francisco,,,1922,5,,370,Active,,,http://www.redfin.com/CA/San-Francisco/1466-Church-St-94131/unit-3/home/45498868,San Francisco MLS,421597718,N,Y,37.7472895,-122.4272484
MLS Listing,,Condo/Co-op,1310 Fillmore St #303,San Francisco,CA,94115,1249000,2,2.0,San Francisco,1407,52938,2007,5,888,980,Active,,,http://www.redfin.com/CA/San-Francisco/1310-Fillmore-St-94115/unit-303/home/17306911,San Francisco MLS,421598277,N,Y,37.7816647,-122.4321387
MLS Listing,,Condo/Co-op,137 Castro St,San Francisco,CA,94114,949000,1,1.0,San Francisco,851,2600,,5,1115,256,Active,,,http://www.redfin.com/CA/San-Francisco/137-Castro-St-94114/home/40628884,San Francisco MLS,421596714,N,Y,37.7668041,-122.4353327
MLS Listing,,Condo/Co-op,4637 25th St,San Francisco,CA,94114,925000,1,1.0,San Francisco,,2560,1978,5,,206,Active,October-2-2021 02:30 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/4637-25th-St-94114/home/1440160,San Francisco MLS,421597823,N,Y,37.7490886,-122.441095
MLS Listing,,Multi-Family (2-4 Unit),5524 Mission St,San Francisco,CA,94112,999999,3,1.0,San Francisco,1829,3192,1923,5,547,,Active,October-2-2021 01:00 AM,October-2-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/5524-Mission-St-94112/home/45495787,San Francisco MLS,421598369,N,Y,37.7124482,-122.4452309
MLS Listing,,Condo/Co-op,855 Folsom St #112,San Francisco,CA,94107,799000,1,1.5,San Francisco,880,55687,2001,5,908,715,Active,September-29-2021 12:00 PM,September-29-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/855-Folsom-St-94107/unit-112/home/12397498,San Francisco MLS,421575584,N,Y,37.7810381,-122.4022553
MLS Listing,,Condo/Co-op,2922 21st St,San Francisco,CA,94110,1575000,3,2.0,San Francisco,,2479,1904,5,,350,Active,September-29-2021 06:00 PM,September-29-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/2922-21st-St-94110/home/12354836,San Francisco MLS,421598191,N,Y,37.7575754,-122.4129001
MLS Listing,,Single Family Residential,619 28th Ave,San Francisco,CA,94121,1595000,3,2.5,San Francisco,6570,,1926,5,243,,Active,,,http://www.redfin.com/CA/San-Francisco/619-28th-Ave-94121/home/617931,San Francisco MLS,421598319,N,Y,37.7776148,-122.4881042
MLS Listing,,Condo/Co-op,221 Page St,San Francisco,CA,94102,1295000,3,1.5,San Francisco,1355,1673,1879,5,956,200,Active,,,http://www.redfin.com/CA/San-Francisco/221-Page-St-94102/home/17306375,San Francisco MLS,421598271,N,Y,37.7736484,-122.4244943
MLS Listing,,Single Family Residential,559 Joost Ave,San Francisco,CA,94127,979000,2,1.0,San Francisco,979,2500,1924,5,1000,,Active,October-3-2021 01:00 PM,October-3-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/559-Joost-Ave-94127/home/691976,San Francisco MLS,421598293,N,Y,37.7321612,-122.4480616
MLS Listing,,Condo/Co-op,181 Fremont Unit 62C,San Francisco,CA,94105,2450000,2,2.5,San Francisco,1262,,2018,5,1941,2678,Active,,,http://www.redfin.com/CA/San-Francisco/181-Fremont-St-94105/unit-62C/home/144231786,San Francisco MLS,421598190,N,Y,37.7898082,-122.3953565
MLS Listing,,Single Family Residential,158 Cervantes Blvd,San Francisco,CA,94123,4795000,4,3.5,San Francisco,3255,2500,,5,1473,,Active,October-3-2021 02:00 PM,October-3-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/158-Cervantes-Blvd-94123/home/558405,San Francisco MLS,421596480,N,Y,37.8047096,-122.4400567
MLS Listing,,Condo/Co-op,74 New Montgomery St #304,San Francisco,CA,94105,599000,0,1.0,San Francisco,498,17865,1914,5,1203,880,Active,September-29-2021 12:00 PM,September-29-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/74-New-Montgomery-St-94105/unit-304/home/17304419,San Francisco MLS,421597231,N,Y,37.7874649,-122.4012865
MLS Listing,,Condo/Co-op,1025 Minna St #5,San Francisco,CA,94103,895000,1,1.5,San Francisco,933,3921,2003,5,959,434,Active,,,http://www.redfin.com/CA/San-Francisco/1025-Minna-St-94103/unit-5/home/2065666,San Francisco MLS,421597805,N,Y,37.7734573,-122.4168843
MLS Listing,,Single Family Residential,142 Wawona St,San Francisco,CA,94127,1995000,4,1.5,San Francisco,2687,2931,1923,5,742,,Active,September-30-2021 05:30 PM,September-30-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/142-Wawona-St-94127/home/684483,San Francisco MLS,421573559,N,Y,37.7408112,-122.467445
MLS Listing,,Condo/Co-op,2205 Sacramento St #201,San Francisco,CA,94115,1595000,2,1.5,San Francisco,1582,8805,1908,5,1008,690,Active,October-2-2021 01:00 PM,October-2-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/2205-Sacramento-St-94115/unit-201/home/1914955,San Francisco MLS,421596780,N,Y,37.790137,-122.4295439
MLS Listing,,Condo/Co-op,1200 California St Unit 25A,San Francisco,CA,94109,2250000,1,2.0,San Francisco,1435,,1962,5,1568,2166,Active,,,http://www.redfin.com/CA/San-Francisco/1200-California-St-94109/unit-25A/home/12400737,San Francisco MLS,421597809,N,Y,37.7917486,-122.4144729
MLS Listing,,Condo/Co-op,480 10th Ave,San Francisco,CA,94118,1695000,3,3.0,San Francisco,1977,2996,1915,5,857,455,Active,,,http://www.redfin.com/CA/San-Francisco/480-10th-Ave-94118/home/175610356,San Francisco MLS,421598223,N,Y,37.7793636,-122.4683726
MLS Listing,,Single Family Residential,1918 Divisadero St,SAN FRANCISCO,CA,94115,4299950,4,3.5,SAN FRANCISCO,3360,2260,1910,5,1280,,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1918-Divisadero-St-94115/home/589409,MLSListings,ML81864164,N,Y,37.7874899,-122.4401107
MLS Listing,,Condo/Co-op,2064 Green St,San Francisco,CA,94123,2695000,2,2.0,San Francisco,1765,2646,1948,5,1527,950,Active,September-29-2021 06:00 PM,September-29-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/2064-Green-St-94123/home/1268447,San Francisco MLS,421589856,N,Y,37.796671,-122.4331701
MLS Listing,,Condo/Co-op,1336 Lake St,San Francisco,CA,94118,1575000,2,1.5,San Francisco,1400,2500,1941,5,1125,350,Active,October-2-2021 12:00 PM,October-2-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/1336-Lake-St-94118/home/606737,San Francisco MLS,421598165,N,Y,37.7865026,-122.4739302
MLS Listing,,Condo/Co-op,842 Bay St,San Francisco,CA,94109,899000,2,1.0,San Francisco,,3850,,5,,445,Active,,,http://www.redfin.com/CA/San-Francisco/842-Bay-St-94109/home/39739529,San Francisco MLS,421593415,N,Y,37.8048818,-122.4211047
MLS Listing,,Single Family Residential,1842 18th Ave,San Francisco,CA,94122,3795000,5,4.5,San Francisco,3578,5998,1923,5,1061,,Active,,,http://www.redfin.com/CA/San-Francisco/1842-18th-Ave-94122/home/2027073,San Francisco MLS,421596619,N,Y,37.7534462,-122.4750071
MLS Listing,,Condo/Co-op,1177 California St #1414,San Francisco,CA,94108,1645000,2,2.5,San Francisco,1399,,,5,1176,1623,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-1414/home/1459255,San Francisco MLS,421597785,N,Y,37.7909986,-122.4137649
MLS Listing,,Single Family Residential,250 Edgewood Ave,SAN FRANCISCO,CA,94117,3999950,4,4.5,SAN FRANCISCO,2766,3937,1908,5,1446,,Active,September-30-2021 12:00 PM,September-30-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/250-Edgewood-Ave-94117/home/671540,MLSListings,ML81864149,N,Y,37.761521,-122.454625
MLS Listing,,Condo/Co-op,858 Capp St #8,San Francisco,CA,94110,1899000,3,3.0,San Francisco,1638,,2021,5,1159,507,Active,,,http://www.redfin.com/CA/San-Francisco/858-Capp-St-94110/unit-8/home/175168197,San Francisco MLS,421598164,N,Y,37.7529271,-122.4176769
MLS Listing,,Single Family Residential,2240 27th Ave,San Francisco,CA,94116,1295000,3,1.0,San Francisco,1899,2996,1936,5,682,,Active,September-30-2021 05:00 PM,September-30-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/2240-27th-Ave-94116/home/1910855,San Francisco MLS,421596878,N,Y,37.7455871,-122.4842047
MLS Listing,,Condo/Co-op,1257 Dolores St Unit A,San Francisco,CA,94110,875000,1,1.0,San Francisco,860,,1910,5,1017,436,Active,October-3-2021 02:00 PM,October-3-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1257-Dolores-St-94110/unit-A/home/1785240,San Francisco MLS,421597429,N,Y,37.749337,-122.424492
MLS Listing,,Single Family Residential,555 Ramsell St,SAN FRANCISCO,CA,94132,1981989,5,4.5,SAN FRANCISCO,3187,5000,2021,5,622,,Active,,,http://www.redfin.com/CA/San-Francisco/555-Ramsell-St-94132/home/1311200,MLSListings,ML81864128,N,Y,37.7207163,-122.4665605
MLS Listing,,Condo/Co-op,2449 Chestnut St,San Francisco,CA,94123,1895000,2,2.0,San Francisco,1462,3408,1927,5,1296,350,Active,,,http://www.redfin.com/CA/San-Francisco/2449-Chestnut-St-94123/home/583613,San Francisco MLS,421597943,N,Y,37.7997663,-122.4437149
MLS Listing,,Condo/Co-op,563 Belvedere St,San Francisco,CA,94117,1498000,3,1.5,San Francisco,1378,2446,1909,5,1087,,Active,September-30-2021 05:00 PM,September-30-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/563-Belvedere-St-94117/home/602269,San Francisco MLS,421590035,N,Y,37.762386,-122.448196
MLS Listing,,Single Family Residential,1526 27th Ave,San Francisco,CA,94122,1495000,3,1.5,San Francisco,1600,2374,1931,5,934,,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1526-27th-Ave-94122/home/633833,San Francisco MLS,421587793,N,Y,37.758913,-122.48507
MLS Listing,,Single Family Residential,368 Bradford St,San Francisco,CA,94110,1475000,4,3.0,San Francisco,1620,2099,1962,5,910,,Active,,,http://www.redfin.com/CA/San-Francisco/368-Bradford-St-94110/home/1264728,San Francisco MLS,421597968,N,Y,37.7372159,-122.4098932
MLS Listing,,Single Family Residential,22 Cutler Ave,San Francisco,CA,94116,1095000,3,2.0,San Francisco,,2003,1944,5,,,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/22-Cutler-Ave-94116/home/1921725,San Francisco MLS,421597966,N,Y,37.7372013,-122.5058392
MLS Listing,,Condo/Co-op,764 Clayton St,San Francisco,CA,94117,1995000,4,3.5,San Francisco,2255,2650,1895,5,885,391,Active,,,http://www.redfin.com/CA/San-Francisco/764-Clayton-St-94117/home/51565776,San Francisco MLS,421598050,N,Y,37.7677421,-122.4480369
MLS Listing,,Single Family Residential,519 Garfield St,San Francisco,CA,94132,995000,2,1.0,San Francisco,1145,2199,1949,5,869,,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/519-Garfield-St-94132/home/823396,San Francisco MLS,421584344,N,Y,37.7195902,-122.4675938
MLS Listing,,Condo/Co-op,760 Duboce Ave,San Francisco,CA,94117,1995000,3,2.0,San Francisco,1793,3047,1900,5,1113,335,Active,October-2-2021 02:30 PM,October-2-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/760-Duboce-Ave-94117/home/1269749,San Francisco MLS,421591372,N,Y,37.769176,-122.4363114
MLS Listing,,Condo/Co-op,701 Clayton St,San Francisco,CA,94117,1825000,3,2.0,San Francisco,728,2979,1895,5,2507,937,Active,,,http://www.redfin.com/CA/San-Francisco/701-Clayton-St-94117/unit-701/home/176519167,San Francisco MLS,421597068,N,Y,37.768728,-122.4485943
MLS Listing,,Condo/Co-op,39 Collingwood St,San Francisco,CA,94114,1549000,3,1.0,San Francisco,1615,2499,1908,5,959,300,Active,,,http://www.redfin.com/CA/San-Francisco/39-Collingwood-St-94114/home/39910600,San Francisco MLS,421596103,N,Y,37.761778,-122.43593
MLS Listing,,Single Family Residential,377 Santa Ana Ave,San Francisco,CA,94127,2375000,4,3.0,San Francisco,2545,5179,1928,5,933,31,Active,,,http://www.redfin.com/CA/San-Francisco/377-Santa-Ana-Ave-94127/home/699045,San Francisco MLS,421594634,N,Y,37.7299994,-122.4679757
MLS Listing,,Condo/Co-op,1860 Washington St #302,San Francisco,CA,94109,949000,2,1.0,San Francisco,920,7023,1983,5,1032,624,Active,,,http://www.redfin.com/CA/San-Francisco/1860-Washington-St-94109/unit-302/home/565550,San Francisco MLS,421595568,N,Y,37.7931806,-122.4238816
MLS Listing,,Condo/Co-op,2858 Sacramento St,San Francisco,CA,94115,1695000,3,2.0,San Francisco,1705,3192,1900,5,994,375,Active,September-30-2021 05:00 PM,September-30-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/2858-Sacramento-St-94115/home/1568839,San Francisco MLS,421597688,N,Y,37.7892156,-122.4399712
MLS Listing,,Condo/Co-op,260 Downey St,San Francisco,CA,94114,1149000,2,2.0,San Francisco,,1759,1907,5,,260,Active,,,http://www.redfin.com/CA/San-Francisco/260-Downey-St-94117/home/1252766,San Francisco MLS,421596057,N,Y,37.7644246,-122.4464617
MLS Listing,,Condo/Co-op,3131 Pierce St #305,San Francisco,CA,94123,1595000,2,2.0,San Francisco,1194,,,5,1336,1137,Active,,,http://www.redfin.com/CA/San-Francisco/3131-Pierce-St-94123/unit-305/home/176518515,San Francisco MLS,421598062,N,Y,37.7989774,-122.4394952
MLS Listing,,Single Family Residential,425 El Camino Del Mar,San Francisco,CA,94121,4495000,4,3.0,San Francisco,3100,4098,1951,5,1450,,Active,,,http://www.redfin.com/CA/San-Francisco/425-El-Camino-Del-Mar-94121/home/1228387,San Francisco MLS,421597992,N,Y,37.787286,-122.4878746
MLS Listing,,Multi-Family (2-4 Unit),524 - 526 Vermont St,San Francisco,CA,94107,1900000,3,2.0,San Francisco,2337,2374,1900,5,813,,Active,,,http://www.redfin.com/CA/San-Francisco/524-Vermont-St-94107/home/727893,San Francisco MLS,421592366,N,Y,37.7629697,-122.4046454
MLS Listing,,Condo/Co-op,2168 Grove St,San Francisco,CA,94117,1495000,2,1.5,San Francisco,1779,3000,1927,5,840,250,Active,,,http://www.redfin.com/CA/San-Francisco/2168-Grove-St-94117/home/1888456,San Francisco MLS,421597826,N,Y,37.7743608,-122.4523591
MLS Listing,,Multi-Family (2-4 Unit),2015 - 2019 17th St,San Francisco,CA,94103,3295000,7,4.0,San Francisco,4600,2495,1900,5,716,,Active,,,http://www.redfin.com/CA/San-Francisco/2015-17th-St-94103/unit-2019/home/1687257,San Francisco MLS,421597211,N,Y,37.764465,-122.4040351
MLS Listing,,Single Family Residential,1274 Sanchez St,San Francisco,CA,94114,1259000,2,1.0,San Francisco,1100,2008,1900,5,1145,,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1274-Sanchez-St-94114/home/1981916,San Francisco MLS,421597232,N,Y,37.7487136,-122.4296705
MLS Listing,,Condo/Co-op,2017 17th St,San Francisco,CA,94103,1199000,3,2.0,San Francisco,1465,2495,1900,5,818,,Active,,,http://www.redfin.com/CA/San-Francisco/2017-17th-St-94103/home/12069895,San Francisco MLS,421597182,N,Y,37.7645291,-122.404072
MLS Listing,,Condo/Co-op,1235 Mcallister St #121,San Francisco,CA,94115,378157,1,1.0,San Francisco,659,41261,2000,5,574,400,Active,October-3-2021 12:00 PM,October-3-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/1235-McAllister-St-94115/unit-121/home/1562187,San Francisco MLS,421594132,N,Y,37.7782718,-122.432637
MLS Listing,,Condo/Co-op,77 Van Ness Ave #403,San Francisco,CA,94102,1295000,2,2.0,San Francisco,1155,13040,2009,5,1121,496,Active,,,http://www.redfin.com/CA/San-Francisco/77-Van-Ness-Ave-94102/unit-403/home/40138122,San Francisco MLS,421597148,N,Y,37.7760549,-122.4199372
MLS Listing,,Condo/Co-op,235 Berry St #517,San Francisco,CA,94158,1149000,2,2.0,San Francisco,1078,42959,2007,5,1066,685,Active,September-29-2021 12:00 PM,September-29-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/235-Berry-St-94158/unit-517/home/12354977,San Francisco MLS,421583634,N,Y,37.7747025,-122.3941174
MLS Listing,,Condo/Co-op,2459 Jackson St,San Francisco,CA,94115,2895000,3,2.5,San Francisco,2321,3474,1900,5,1247,513,Active,,,http://www.redfin.com/CA/San-Francisco/2459-Jackson-St-94115/home/1691090,San Francisco MLS,421596530,N,Y,37.792079,-122.435514
MLS Listing,,Condo/Co-op,900 Bush St #512,San Francisco,CA,94109,750000,1,1.0,San Francisco,876,,1982,5,856,1156,Active,September-30-2021 05:00 PM,September-30-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-512/home/1978745,San Francisco MLS,421591229,N,Y,37.7898591,-122.4125833
MLS Listing,,Condo/Co-op,8200 Oceanview Ter #115,San Francisco,CA,94132,699950,2,2.0,San Francisco,948,,2002,5,738,697,Active,October-2-2021 11:00 AM,October-2-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/8200-Oceanview-Ter-94132/unit-115/home/1918997,San Francisco MLS,421597698,N,Y,37.7099731,-122.4675313
MLS Listing,,Condo/Co-op,1046 Sanchez St,San Francisco,CA,94114,1495000,3,1.0,San Francisco,1443,2650,1900,5,1036,400,Active,,,http://www.redfin.com/CA/San-Francisco/1046-Sanchez-St-94114/home/1526557,BAREIS,421596053,N,Y,37.752464,-122.430056
MLS Listing,,Condo/Co-op,470 Collingwood St #2,San Francisco,CA,94114,995000,1,1.0,San Francisco,,6250,1965,5,,400,Active,October-2-2021 01:00 PM,October-2-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/470-Collingwood-St-94114/unit-2/home/176515742,San Francisco MLS,421594554,N,Y,37.7548626,-122.4358861
MLS Listing,,Condo/Co-op,72 Townsend St #803,San Francisco,CA,94107,1249000,1,1.5,San Francisco,885,,2016,5,1411,806,Active,October-2-2021 11:00 AM,October-2-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/72-Townsend-St-94107/unit-803/home/108558514,San Francisco MLS,421594840,N,Y,37.7814887,-122.3902958
MLS Listing,,Condo/Co-op,28 Virginia Ave,San Francisco,CA,94110,649000,1,1.0,San Francisco,445,572,1925,5,1458,150,Active,October-1-2021 05:00 PM,October-1-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/28-Virginia-Ave-94110/home/40629236,San Francisco MLS,421594908,N,Y,37.742809,-122.42101
MLS Listing,,Condo/Co-op,312 Fair Oaks St,San Francisco,CA,94110,1095000,2,1.0,San Francisco,1093,2476,1925,5,1002,150,Active,October-3-2021 02:00 PM,October-3-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/312-Fair-Oaks-St-94110/home/69371647,San Francisco MLS,421596819,N,Y,37.751567,-122.424202
MLS Listing,,Condo/Co-op,301 Mission St Unit 9C,San Francisco,CA,94105,1750000,2,2.5,San Francisco,1583,,2009,5,1105,1750,Active,,,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-9C/home/40138724,San Francisco MLS,421591859,N,Y,37.7903824,-122.3961531
MLS Listing,,Condo/Co-op,161 Gilbert St #4,San Francisco,CA,94103,1250000,2,2.0,San Francisco,1550,8820,1995,5,806,927,Active,September-29-2021 12:00 PM,September-29-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/161-Gilbert-St-94103/unit-4/home/12396094,San Francisco MLS,421595969,N,Y,37.7730051,-122.4018839
MLS Listing,,Condo/Co-op,414 Murray St,San Francisco,CA,94110,1180000,2,2.0,San Francisco,968,,1905,5,1219,300,Active,,,http://www.redfin.com/CA/San-Francisco/414-Murray-St-94110/home/173337872,San Francisco MLS,421594030,N,Y,37.7353345,-122.4201003
MLS Listing,,Condo/Co-op,1688 Pine St Unit E502,San Francisco,CA,94109,1398000,2,2.0,San Francisco,1022,35482,2016,5,1368,821,Active,September-29-2021 04:00 PM,September-29-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-E502/home/111102354,San Francisco MLS,421595927,N,Y,37.7895497,-122.4233697
MLS Listing,,Condo/Co-op,338 Potrero Ave #405,San Francisco,CA,94103,795000,1,1.0,San Francisco,,11250,2016,5,,634,Active,,,http://www.redfin.com/CA/San-Francisco/338-Potrero-Ave-94103/unit-405/home/112777801,San Francisco MLS,421591105,N,Y,37.7651398,-122.4077664
MLS Listing,,Condo/Co-op,451 Kansas St #482,San Francisco,CA,94107,1150000,2,2.0,San Francisco,932,80311,2007,5,1234,633,Active,October-3-2021 01:30 PM,October-3-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/451-Kansas-St-94107/unit-482/home/23424613,San Francisco MLS,421596802,N,Y,37.7637484,-122.4027468
MLS Listing,,Single Family Residential,2335 43rd Ave,SAN FRANCISCO,CA,94116,1198000,2,1.0,SAN FRANCISCO,995,2996,1944,5,1204,,Active,,,http://www.redfin.com/CA/San-Francisco/2335-43rd-Ave-94116/home/1307694,MLSListings,ML81863849,N,Y,37.743079,-122.5017575
MLS Listing,,Condo/Co-op,1310 Greenwich St #302,San Francisco,CA,94109,1295000,2,1.0,San Francisco,956,2639,1924,5,1355,649,Active,September-30-2021 05:30 PM,September-30-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/1310-Greenwich-St-94109/unit-302/home/170557832,San Francisco MLS,421596713,N,Y,37.8009108,-122.4214232
MLS Listing,,Condo/Co-op,1099 23rd St #9,San Francisco,CA,94107,1099000,2,2.0,San Francisco,1342,10000,2000,5,819,774,Active,,,http://www.redfin.com/CA/San-Francisco/1099-23rd-St-94107/unit-9/home/12396793,San Francisco MLS,421597666,N,Y,37.755027,-122.39042
MLS Listing,,Condo/Co-op,181 Ofarrell St #302,San Francisco,CA,94102,1195000,2,1.5,San Francisco,1499,,2006,5,797,805,Active,,,http://www.redfin.com/CA/San-Francisco/181-O-Farrell-St-94102/unit-302/home/17306980,San Francisco MLS,421597825,N,Y,37.7862743,-122.4075642
MLS Listing,,Condo/Co-op,270 Henry St #101,San Francisco,CA,94114,1450000,2,2.0,San Francisco,1084,4428,1996,6,1338,495,Active,September-29-2021 04:00 PM,September-29-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/270-Henry-St-94114/unit-101/home/148060022,San Francisco MLS,421597394,N,Y,37.7666438,-122.4370234
MLS Listing,,Other,3054 San Bruno Ave,SAN FRANCISCO,CA,94134,1450000,5,3.0,SAN FRANCISCO,2300,2996,1906,6,630,,Active,,,http://www.redfin.com/CA/San-Francisco/3054-San-Bruno-Ave-94134/home/2011702,MLSListings,ML81864049,N,Y,37.7233503,-122.402102
MLS Listing,,Single Family Residential,618 27th Ave,SAN FRANCISCO,CA,94121,2088000,4,2.0,SAN FRANCISCO,2200,2500,1921,6,949,,Active,,,http://www.redfin.com/CA/San-Francisco/618-27th-Ave-94121/home/2016043,MLSListings,ML81864042,N,Y,37.7776538,-122.4864156
MLS Listing,,Condo/Co-op,345 8th St #304,San Francisco,CA,94103,1160000,2,2.0,San Francisco,887,,,6,1308,670,Active,,,http://www.redfin.com/CA/San-Francisco/345-8th-St-94103/unit-304/home/176512116,San Francisco MLS,421597798,N,Y,37.7745884,-122.4095559
MLS Listing,,Single Family Residential,537 Flood Ave,San Francisco,CA,94112,1299750,3,2.0,San Francisco,1630,2809,1912,6,797,,Active,October-2-2021 01:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/537-Flood-Ave-94112/home/1230682,San Francisco MLS,421596820,N,Y,37.7297152,-122.4519653
MLS Listing,,Condo/Co-op,345 8th St #305,San Francisco,CA,94103,675000,1,1.0,San Francisco,537,,,6,1257,562,Active,,,http://www.redfin.com/CA/San-Francisco/345-8th-St-94103/unit-305/home/176512032,San Francisco MLS,421597821,N,Y,37.7745884,-122.4095559
MLS Listing,,Condo/Co-op,857 Filbert St,San Francisco,CA,94133,1895000,2,2.0,San Francisco,1439,2389,1907,6,1317,418,Active,September-29-2021 05:00 PM,September-29-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/857-Filbert-St-94133/home/40456889,San Francisco MLS,421597841,N,Y,37.8006228,-122.4134862
MLS Listing,,Single Family Residential,2219 44th Ave,SAN FRANCISCO,CA,94116,999000,2,1.0,SAN FRANCISCO,1228,3000,1939,6,814,,Active,,,http://www.redfin.com/CA/San-Francisco/2219-44th-Ave-94116/home/963860,MLSListings,ML81864030,N,Y,37.7451813,-122.5029753
